Savol;Javob1;Javob2;Javob3;Javob4
224. Moliyaviy faoliyat xarajatlariga qaysi xarajatlar kiritiladi?;foiz ko‘rinishidagi xarajatlar;sotish xarajatlari;ishlab chiqarish xarajatlari;ma’muriy xarajatlar
225. Moliyaviy hisobotning hisobot davri.....;1 yanvardan 31 dekabrgacha;6 oy;9 oy;1 yanvardan 1 yanvargacha
226. Yordamchi ishlab chiqarishda band bo‘lgan ishchiga ish haqi hisoblanganda qanday buhgalteriya pravodkasi beriladi?;debet 2310	kredit 6710;debet 2010	kredit 6710;debet 2010	kredit 6710;debet 6710	kredit 5010
227. Asosiy vositalarni qayta baholash deganda nimani tushunasiz?;asosiy vositalarning tiklash qiymatini hozirgi bozor narxlari darajasiga moslash maqsadida ularni vaqti-vaqti bilan aniqlash;hozirgi bozor narxida hisoblash;haqiqiy qiymatiga ishlab chiqarishdagi xarajatlarni qo‘shish;haqiqiy qiymatidan ishlab chiqarishdagi xarajatlarni ayirish
228. Quyidagi xarajatlarni qaysi biri ishlab chiqarish tannarxiga kiritilmaydi?;sotish xarajatlari;ishchilarni ish haqi;umumishlab chiqarish xarajatlari;ishlab chiqarish sarflari
229. Asosiy vositalarni dastabki qiymati qanday aniqlanadi?;Sotib olish shartnoma bahosi va ishga tushirish harajatlari yigindisi;Boshlang‘ich qiymatdan eskirish qiymati ayrilganda;Eskirish qiymatidan boshlang‘ich qiymatdan ayrilganda;Sotib olingandagi qiymati orqali
230. Asosiy vositalarga eskirish hisoblash usullari;kumulyativ, to’g’ri chiziqli, ishlab chiqarish, ikki marta ko’paygan norma kamayib boruvchi qoldiq usullar;kumulyativ, to’g’ri chiziqli, ishlab chiqarish usullari;to’g’ri chiziqli, ishlab chiqarish, ikki marta ko’paygan norma kamayib boruvchi qoldiq usulla;kumulyativ, to’g’ri chiziqli usullar
231. Buxgalteriya hisobida baholash…;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini pul o‘lchov birligida aks ettirish usulidir;mablag‘ va ular tashkil topish manbalari ham miqdor, ham hajm jixatdan aks ettirish usulidir.;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini mehnat o‘lchov birligida aks ettirish usulidir;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini natura o‘lchov birligida aks ettirish usulidir
232. Tovar moddiy zahiralariga kiradi:;xomashyo, yoqilg’i, tayyor mahsulot;hisob-kitob schyotidagi pul, tayyor mahsulot, ustav kapitali;debitorlik qarzi, ustav kapitali;asosiy vositalar, kreditorlik qarzi
233. Materialning asosiy ishlab chiqarishdan omborga qaytarilishi:;D-t 1010 K-t 2010;D-t 1010 K-t 2310;D-t 1010 K-t 4220;D-t 1010 K-t 4230
234. Tovar-moddiy zaxiralarni 4-BHMS 11-moddasiga binoan qanday baholanadi?;tannarx yoki sof sotish qiymatida;tannarx va FIFO usulida;tannarx va AVECO usulida;FIFO va AVECO usulida
235. Birinchi xarid narxlari bo’yicha baholash usulini ko’rsating.;FIFO;AVECO;LIFO;AVECO, FIFO
236. Tovar-moddiy zaxiralarni o’rtacha bahoda tannarxini hisoblash usulini ko’rsating.;AVECO;FIFO;LIFO;AVECO, FIFO
237. Ombordan ishlab chiqarishga yoqilg’i berilganda qanday buxgalteriya yozuvi qilinadi?;D-t 2010 K-t 1030;D-t 2510 K-t 1010;D-t 2310 K-t 6710;D-t 2010 K-t 1080
238. Ombordan yordamchi ishlab chiqarishga material berildi:;D-t 2310 K-t 1010;D-t 9220 K-t 1010;D-t 6010 K-t 1010;D-t 2010 K-t 1010
239. Inventarizatsiya natijasida aniqlangan materiallarni kamomad summasiga qanday buxgalteriya provodkasi tuziladi?;D-t 5910 K-t 1000;D-t 1000 K-t 9390;D-t 2010 K-t 5910;D-t 4730 K-t 5910
240. TMZ larni baholashdagi FIFO usuli bu -…;birinchi kirim, birinchi chiqim;birinchi kirim, oxirgi chiqim;o'rtacha tortilgan usul;oxirgi kirim, birinchi chiqim
241. TMZ larni baholashdagi AVECO usuli bu -…;o'rtacha baholash;birinchi kirim, oxirgi chiqim;birinchi kirim, birinchi chiqim;oxirgi kirim, birinchi chiqim
242. TMZ larni inventarizatsiya qilish natijasida ortiqchaligi aniqlansa, qanday buxgalteriya provodkasi tuziladi?;D-t 1010 K-t 9390;D-t 2310 K-t 1010;D-t 1010 K-t 5910;D-t 2510 K-t 1090
243. Tovar moddiy qiymatliklar qaysi bahoda kirim qilinadi?;sotib olish bahosi va olib kelish bilan bog‘liq xarajatlarni qo‘shib haqiqiy bahoda;sotib olish bahosida;hisob bahosida;reja bahosida
244. O’zbekiston Respublikasida 4-sonli BHMSga ko’ra TMZ qiymatini baholashning qanday usullari keltirilgan?;o’rtacha tortilgan qiymat usuli (AVECO), birinchi xarid baholarda baholash usuli (FIFO);kelishilgan narx usuli, oxirgi xarid baholarda baholash usuli (LIFO;birinchi xarid baholarda baholash usuli (FIFO);oxirgi xarid baholarda baholash usuli (LIFO)
245. Tovar moddiy zahiralariga kiradi:;xomashyo, yoqilg’i, tayyor mahsulot;hisob-kitob schyotidagi pul, tayyor mahsulot, ustav kapitali;debitorlik qarzi, ustav kapitali;asosiy vositalar, kreditorlik qarzi
