Savol;Javob1;Javob2;Javob3;Javob4
Buxgalteriya hisobini informotsion texnologiyalarga asoslangan shaklda yuritish uchun nimalar zarur? ; Komp’uter va maxsus buxgalteriya dasurlari ;Turli xil funktsiyalarni bajaradigan kal’kulyator ;Komp’uter va printer ;Scaner 
Korxona kassasida naqd pullar qancha muddatgacha saqlanishi mumkin? ; 3 kun ;1 kun ;1 oy ;10 kun 
Buxgalteriya hisobi ma’lumotlaridan foydalanuvchilarni nechta guruhga ajratish mumkin? ; Ikki guruh: ichki va tashqi foydalanuvchilar ;Faqat tashqi foydalanuvchilar ;Faqat ichki  foydalanuvchilar ;Uch guruh: ichki, tashqi, davlat organlari 
Buxgalteriya hisobi va hisobotini tashkil etish kimning zimmasiga yuklatilgan? ; Sub’ektning rahbari ;Korxona, muassasa va tashkilot rahbari o‘rinbosari ;Korxona, muassasa va tashkilot bosh buxgalteri ;Soliq inspeksiyasi 
Korxona rahbari buxgalteriya hisobini yuritishni professional xizmatlar ko‘rsatuvchi tashkilotlarga topshirishi mumkinmi? ; Buxgalteriya hisobi to‘g’risidagi Qonunning 11-moddasiga asosan mumkin ;Buxgalteriya hisobi to‘g’risidagi Qonunning 7-moddasiga asosan mumkin emas ;Soliq Kodeksiga asosan mumkin emas ;Mehnat Kodeksiga asosan mumkin 
Korxona hisob siyosatini kim ishlab chiqadi? ; bosh buxgalter ;Raxbar ;moliya xodimlari ;ma’muriyat ;
Moliyaviy faoliyat xarajatlariga qaysi xarajatlar kiritiladi? ; foiz ko‘rinishidagi xarajatlar ;sotish xarajatlari ;ishlab chiqarish xarajatlari ;ma’muriy xarajatlar 
Moliyaviy hisobotning hisobot davri..... ; 1 yanvardan 31 dekabrgacha ;6 oy ;9 oy ;1 yanvardan 1 yanvargacha 
Yordamchi  ishlab  chiqarishda band bo‘lgan ishchiga ish  haqi hisoblanganda qanday buhgalteriya pravodkasi beriladi? ; debet  2310     kredit  6710 ;debet  2010         kredit  6710 ;debet  2010         kredit  6710 ;debet  6710        kredit  5010 
Asosiy vositalarni qayta baholash deganda nimani tushunasiz? ; asosiy vositalarning tiklash qiymatini hozirgi bozor narxlari darajasiga moslash maqsadida ularni vaqti-vaqti bilan aniqlash ;hozirgi bozor narxida hisoblash ;haqiqiy qiymatiga ishlab chiqarishdagi xarajatlarni qo‘shish ;haqiqiy qiymatidan ishlab chiqarishdagi xarajatlarni ayirish 
Quyidagi xarajatlarni qaysi biri ishlab chiqarish tannarxiga kiritilmaydi? ; sotish xarajatlari ;ishchilarni ish haqi ;umumishlab chiqarish xarajatlari ;ishlab chiqarish sarflari 
Asosiy vositalarni dastabki qiymati qanday aniqlanadi? ; Sotib olish shartnoma bahosi va ishga tushirish harajatlari yigindisi ;Boshlang‘ich qiymatdan eskirish qiymati ayrilganda ;Eskirish qiymatidan boshlang‘ich qiymatdan ayrilganda ;Sotib olingandagi qiymati orqali 
Asosiy vositalarga eskirish hisoblash usullari ;kumulyativ, to’g’ri chiziqli, ishlab chiqarish, ikki marta ko’paygan norma kamayib boruvchi qoldiq usullar ;kumulyativ, to’g’ri chiziqli, ishlab chiqarish usullari ;to’g’ri chiziqli, ishlab chiqarish, ikki marta ko’paygan norma kamayib boruvchi qoldiq usulla ;kumulyativ, to’g’ri chiziqli usullar 
Buxgalteriya hisobida baholash… ; xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini pul o‘lchov birligida aks ettirish usulidir ;mablag‘ va ular tashkil topish manbalari ham miqdor, ham hajm jixatdan aks ettirish usulidir. ;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini mehnat o‘lchov birligida aks ettirish usulidir ;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini natura o‘lchov birligida aks ettirish usulidir 
Tovar moddiy zahiralariga kiradi:  	 	 	 ; xomashyo, yoqilg’i, tayyor mahsulot ;hisob-kitob schyotidagi pul, tayyor mahsulot, ustav kapitali ;debitorlik qarzi, ustav kapitali ;asosiy vositalar, kreditorlik qarzi 
Materialning asosiy ishlab chiqarishdan omborga qaytarilishi: 	 	 ; D-t 1010 K-t 2010 ;D-t 1010 K-t 2310 ;D-t 1010 K-t 4220 ;D-t 1010 K-t 4230 
Tovar-moddiy zaxiralarni 4-BHMS 11-moddasiga binoan qanday baholanadi? ; tannarx yoki sof sotish qiymatida 	 	 	 ;tannarx va FIFO usulida ;tannarx va AVECO usulida ;FIFO va AVECO usulida 
Birinchi xarid narxlari bo’yicha baholash usulini ko’rsating. 	 	 ; FIFO  ;AVECO ;LIFO ;AVECO, FIFO 
Tovar-moddiy zaxiralarni o’rtacha bahoda tannarxini hisoblash usulini ko’rsating. 	 	 ; AVECO ;FIFO ;LIFO ;AVECO, FIFO 
Ombordan ishlab chiqarishga yoqilg’i berilganda qanday buxgalteriya yozuvi qilinadi?  ; D-t 2010 K-t 1030 ;D-t 2510 K-t 1010 ;D-t 2310 K-t 6710 ;D-t 2010 K-t 1080 
Ombordan yordamchi ishlab chiqarishga material berildi:  	 ; D-t 2310 K-t 1010 ;D-t 9220 K-t 1010 ;D-t 6010 K-t 1010 	 ;D-t 2010 K-t 1010 
Inventarizatsiya natijasida aniqlangan materiallarni  kamomad summasiga qanday buxgalteriya provodkasi tuziladi? ; D-t 5910 K-t 1000 ;D-t 1000 K-t 9390 ;D-t 2010 K-t 5910 ;D-t 4730 K-t 5910 
TMZ larni baholashdagi FIFO usuli bu -…  	 	 	 ; birinchi kirim, birinchi chiqim ;birinchi kirim, oxirgi chiqim ;o'rtacha tortilgan usul ;oxirgi kirim, birinchi chiqim 
TMZ larni baholashdagi AVECO usuli bu -… 	 	 	 	 ; o'rtacha baholash ;birinchi kirim, oxirgi chiqim ;birinchi kirim, birinchi chiqim ;oxirgi kirim, birinchi chiqim 
TMZ larni inventarizatsiya qilish natijasida ortiqchaligi aniqlansa, qanday buxgalteriya provodkasi tuziladi?  	 	 	 ; D-t 1010  K-t 9390 ;D-t 2310 K-t 1010 ;D-t 1010  K-t 5910 ;D-t 2510  K-t 1090 
Tovar moddiy qiymatliklar qaysi bahoda kirim qilinadi? ; sotib olish bahosi va olib kelish bilan bog‘liq xarajatlarni qo‘shib haqiqiy bahoda ;sotib olish bahosida ;hisob bahosida ;reja bahosida 
O’zbekiston Respublikasida 4-sonli BHMSga ko’ra TMZ qiymatini baholashning qanday usullari keltirilgan? ; o’rtacha tortilgan qiymat usuli (AVECO),  birinchi xarid baholarda baholash usuli (FIFO) ;kelishilgan narx usuli, oxirgi xarid baholarda baholash usuli  (LIFO ;birinchi xarid baholarda baholash usuli (FIFO) ;oxirgi xarid baholarda baholash usuli  (LIFO) 
Tovar moddiy zahiralariga kiradi: 	 	 	 	 ; xomashyo, yoqilg’i, tayyor mahsulot ;hisob-kitob schyotidagi pul, tayyor mahsulot, ustav kapitali ;debitorlik qarzi, ustav kapitali ;asosiy vositalar, kreditorlik qarzi 
