Savol;Javob1;Javob2;Javob3;Javob4
Quyidagilardan qaysi biri texnik tahlilning tamoyili hisoblanadi?;Bozor hamma narsani hisobga oladi ;Tashqi omillarning har qanday oʻzgarishlari qimmatli qogʻozlarni bozor narxlari (kurslari) dinamikasida oʻz aksini topadi;Qimmatli qogʻozlar kurslarining avvalgi va joriy bozor tendensiyalarini oʻrganish asosida ularning kelajakdagi oʻzgarish dinamikasini prognoz qilish mumkin.;Fond bozoridagi narxlar dinamikasi oldindan idrok qilinadigan maʼlum qonuniyatlarga boʻysunadi, bunday qonuniyatlar barqaror boʻlishi mumkin  
…………..   baholarning, yaʼni fond bozoridagi qimmatli qogʻozlarning oldi-sotdisida belgilanadigan baholarning muayyan yoʻnalishlar boʻyicha oʻzgarishidir.;Trend tahlili;Yapon shag’amlari;Doji usuli;Marubozu usuli 
………. -savdo sessiyasida qimmatli qogʻozlarni ochilish va yopilish narxlarining bir xil boʻlishida kuzatiladi.;Doji usuli;Marubozu usuli;Trend tahlili;Yapon shag’amlari usuli 
………… – bu yapon shami turida savdo sessiyasida qimmatli qogʻozning ochilish va yopilish narxlari oʻrtasidagi anchagina farqni koʻrisatadi.;Uzun tanli shag’amlar usuli;Marubozu usuli;Yapon shag’amlari;Doji “ninachi” usuli 
Yapon shamlari modellarining qanday turlari mavjud?;Yutish (qoʻshib olish) modeli. Tongi va tungi yulduz modellari. Uch qora qargʻa modeli, Uchta oq askar modellari;Yutish (qoʻshib olish) modeli. Uch qora qargʻa modeli, Uchta oq askar modellari;Uch qora qargʻa modeli, Uchta oq askar modellari;Tongi va tungi yulduz modellari 
Trendlar davom etish muddatiga koʻra necha turga bo’linadi ?;Uzoq muddatli (birlamchi) trend,Yonlanma (ikkilamchi) trend, kichik trendlar;Yonlanma (ikkilamchi) trend, kichik trendlar;Kichik trendlar;Uzoq muddatli (birlamchi) trend
Xorijiy davlatlar uchun cheklovlar(kun mobaynida har bir mamlakatdan mijozlar bilan operatsiyalar uchun maksimal mumkin bo'lgan summa o'rnatiladi) ushbu cheklov riskning qaysi turiga kiradi.;Valyuta riski;Kredit riski;Birja riski;Bank riski
Jahon amaliyotida valyuta risklarini kamaytirish uchun qaysi metoddan foydalaniladi.;Matching;Forward valyuta bo'limi;Svop operatsiyalari;Fyuchers bitimlar
Valyuta bitimlar sonini maksimal darajada qisqartirish uchun qaysi metoddan foydalaniladi.;Netting;Matching;Valyuta opsioni;Fyuchers bitimlar
Ikki ish kunidan keyin amalga oshiriladigan to'lovni nazarda tutuvchi bitim qaysi?;Forward valyuta bitimi;Valyutaviy svop operatsiyalari;Fyuchers bitimlar;Call-opsion
Valyutalarni qayta sotib olish sharti bilan sotish operatsiyasi nima deb ataladi?;valyutaning svop operatsiyalari;fyuchers bitimi;put-opsion;call-opsion
Istalgan paytda sotib olish huquqini beradigan hosilaviy qimmatli qog'oz bu…….   ……..;call-opsion;put-opsion;Matching;Netting
Xohlagan paytda shartnoma bo'yicha o'rnatilgan narxda ma'lum bir miqdordagi aktivlarni sotish huquqini beradigan hosilaviy qimmatli qog'oz bu ………   ………..;put-opsion;call-opsion;Devalvatsiya;Netting
Milliy valyutaning chet el valyutalariga nisbatan qadrining tushishi nima deb ataladi?;Devalvatsiya;Call-opsion;Risk;Valyuta opsioni
Kelajakdagi ma'lum bir sanaga ma'lum hajmdagi valyutani oldindan belgilangan kurs bo'yicha oldi-sotdi qilish bitimi.;Valyutalar bo'yicha fyuchers  bitimlar;Valyuta opsioni;Forvard valyuta bitimi;Devalvatsiya
Birja indeksi nima ?;Bu ma'lum bir qimmatli qog'ozlar guruhi uchun narx o'zgarishi ko'rsatkichi hisoblanadi;Bu qiymat tayyor soha portfeli bo'lib, uning qiymati sohaning yoki hatto mamlakat iqtisodiyotining rivojlanish dinamikasini ko'rsatishi mumkin;Kompaniyalar aksiyalarining o'rtacha qiymatini aks ettiradi;Birja indeksi bu  fondlar boshqaruvi bo'lib indikatorni hisoblashda ishtirok etadi
Birja Indexlarining funksiyalari tòliq berilgan qatorni kòrsating.;Samaradorlikni o'lchashga yordam beradi. Investitsion mahsulotlarning       asosiga aylanadi. Bu moliyaviy aktivni o'lchash imkonini beradi  Bu bozorda rentabellik yoki xavf mavjudligini bilish imkonini beradi;Samaradorlikni o'lchashga yordam beradi. Aktivlar  faoliyatini baholash Investitsion mahsulotlarning asosiga aylanadi.;Bu moliyaviy aktivni o'lchash imkonini beradi Xarajatlar va daromadlar rentabelligini aniqlashda indikatorni hisoblashda ishtirok etadi;Investitsion mahsulotlarning       asosiga aylanadi. Bu moliyaviy aktivni o'lchash imkonini beradi  
Sektor indekslari vazifasi nimadan iborat?;Aktivlarni tashkil etuvchi kompaniyalar ma'lum bir sektorga yo'naltirilganda;Kompaniya aktivlariga sarmoya kiritish;Kompaniya mavjud bo'lgan narx o'zgarishini ko'rish orqali sektorga yònaltirish;Bu erda sizda bitta sektor bo'lmaydi, ushbu o'zgaruvchan qiymatlarni olgan holda beta (ya'ni test) qilishingiz mumkin
Qimmatli qog'ozlar indekslari  birinchi bòlib qachon va qaysi davlatda paydo bo'lgan.;1896- yil AQSH;1894- yil Yaponiya;1896-yil Germaniya;1899-yil AQSH
Birinchi fond birjasi indekslari nechanchi  yilda paydo bo'lgan ?;1884 yil AQSH;1894 yil Angliya;1896 yil Italiya;1895 yil Fransiya
O‘zbekiston Respublikasi hududidagi  fond birja nechanchi yilda tashkil topgan ?;1994 yil 8 aprelda;1991 yil 7 oktabrda;1990 yil 7 noyabrda;1994 yil 8 iyunda 
Valyuta riskini kamaytirish uchun amalga oshiriladigan operatsiyalar nima deb ataladi?;Muddatli valyuta operatsiyalar;Spot operatsiyalari;Kassa operatsiyalari;Bank konvertatsiyasi
Mijoz tomonidan qaytarilmagan qarzning umumiy miqdori nima?;Maksimal potentsial zarar;Kredit riskining hajm;Kechiktirilgan to‘lovlar;Kredit riski
- bu qaysi ko’rsatgichni formulasi?;Yirik kreditlar meyori;Xalqaro kreditlarning maksimal miqdori;Bitta qarzdor uchun risk darajasining maksimal qiymati;Kreditlar o’rtachasi
Agar YaIM hajmining o‘zgarish sur'ati aholi sonining o‘zgarish sur'atidan yuqori bo‘lsa, aholining turmush farovonligi qanday tasir qiladi?;ortadi;pasayadi;ortacha;To’g’ri javob yoq
Mamlakatlar yalpi ichki mahsulotida sugʻurta badal (mukofot)lari hajmi oʻrtacha necha foizni tashkil etadi?;8-12%;9-15%; 6-10%;10-14%
